,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,PLAYER_ID,TEAM_ID
113,114,Jordan Clarkson,LAL,23,59,11,48,25.0,11.9,4.5,10.1,44.8,0.6,2.1,31.4,2.2,2.7,82.9,0.9,2.3,3.2,3.5,1.6,0.9,0.2,1.8,22.6,2,0,-4.1,203903,1610612747
114,115,Paul Pierce,WAS,37,73,40,33,26.2,11.9,4.0,9.0,44.7,1.6,4.2,38.9,2.2,2.9,78.1,0.6,3.4,4.0,2.0,1.3,0.6,0.3,2.2,21.3,2,0,2.2,1718,1610612764
115,116,Langston Galloway,NYK,23,45,12,33,32.4,11.8,4.5,11.4,39.9,1.4,3.9,35.2,1.4,1.7,80.8,0.8,3.4,4.2,3.3,1.4,1.2,0.3,2.9,24.8,0,0,-6.0,204038,1610612752
116,117,Carlos Boozer,LAL,33,71,18,53,23.8,11.8,5.2,10.5,49.9,0.0,0.0,0.0,1.3,2.1,62.7,1.6,5.2,6.8,1.3,1.3,0.6,0.2,2.6,22.9,10,0,-4.5,2430,1610612747
117,118,Dion Waiters,OKC,23,80,46,34,27.6,11.8,4.7,11.8,39.6,0.9,3.1,29.7,1.5,2.2,68.0,0.5,1.9,2.4,2.0,1.4,1.1,0.3,1.9,20.4,1,0,0.7,203079,1610612760
118,118,Hassan Whiteside,MIA,26,48,18,30,23.8,11.8,5.1,8.1,62.8,0.0,0.0,0.0,1.6,3.3,50.0,3.0,7.0,10.0,0.1,1.2,0.6,2.6,2.7,32.2,22,1,-1.2,202355,1610612748
119,120,Terrence Jones,HOU,23,33,24,9,27.0,11.7,4.8,9.1,52.8,0.4,1.1,35.1,1.7,2.8,60.6,2.4,4.3,6.7,1.1,1.1,0.5,1.8,2.4,27.2,8,0,2.4,203093,1610612745
120,121,Danny Green,SAS,28,81,55,26,28.5,11.7,4.0,9.1,43.6,2.4,5.6,41.8,1.4,1.6,87.4,0.7,3.6,4.2,2.0,1.1,1.2,1.1,2.0,25.5,2,0,5.3,201980,1610612759
121,122,Draymond Green,GSW,25,79,64,15,31.5,11.7,4.3,9.7,44.3,1.4,4.2,33.7,1.7,2.5,66.0,1.4,6.7,8.2,3.7,1.7,1.6,1.3,3.2,33.8,18,1,10.6,203110,1610612744
122,123,David West,IND,34,66,32,34,28.7,11.7,4.9,10.4,47.1,0.1,0.3,20.0,1.8,2.4,73.9,1.6,5.2,6.8,3.4,1.8,0.7,0.7,2.4,27.4,7,0,-0.3,2561,1610612754
123,124,Aaron Brooks,CHI,30,82,50,32,23.0,11.6,4.2,10.0,42.1,1.5,3.8,38.7,1.8,2.1,83.3,0.4,1.6,2.0,3.2,1.9,0.7,0.2,2.3,19.4,1,0,2.5,201166,1610612741
124,125,DeAndre Jordan,LAC,26,82,56,26,34.4,11.5,4.6,6.5,71.0,0.0,0.0,25.0,2.3,5.7,39.7,4.8,10.1,15.0,0.7,1.3,1.0,2.2,3.0,38.9,47,0,7.6,201599,1610612746
125,126,Ersan Ilyasova,MIL,28,58,26,32,22.7,11.5,4.5,9.6,47.2,1.3,3.3,38.9,1.2,1.8,64.5,1.4,3.4,4.8,1.0,0.8,0.6,0.3,2.6,20.8,6,0,0.4,101141,1610612749
126,127,Amar'e Stoudemire,DAL,32,59,19,40,21.1,11.5,4.6,8.3,55.7,0.0,0.1,0.0,2.3,3.2,72.0,1.9,3.7,5.6,0.8,1.3,0.5,0.6,2.7,21.4,4,0,-0.9,2405,1610612742
127,128,Tim Hardaway Jr.,NYK,23,70,16,54,24.0,11.5,4.0,10.2,38.9,1.7,5.1,34.2,1.8,2.2,80.1,0.2,2.1,2.2,1.8,1.2,0.3,0.2,1.7,17.2,0,0,-5.0,203501,1610612752
128,129,Corey Brewer,HOU,29,80,42,38,26.1,11.5,4.3,10.1,42.6,0.8,2.9,26.8,2.1,2.8,74.3,1.0,2.7,3.7,2.2,1.6,1.4,0.2,2.2,22.5,3,0,-0.4,201147,1610612745
129,130,O.J. Mayo,MIL,27,71,39,32,23.9,11.4,4.2,9.9,42.2,1.4,3.9,35.7,1.6,2.0,82.7,0.4,2.2,2.6,2.8,1.8,0.8,0.3,2.3,20.0,0,0,-0.9,201564,1610612749
130,131,Jeremy Lin,LAL,26,74,19,55,25.8,11.2,3.7,8.8,42.4,0.9,2.4,36.9,2.9,3.6,79.5,0.4,2.3,2.6,4.6,2.2,1.1,0.4,2.6,23.7,3,0,-3.4,202391,1610612747
131,132,Jodie Meeks,DET,27,60,29,31,24.4,11.1,3.7,8.9,41.6,1.2,3.5,34.9,2.4,2.7,90.6,0.2,1.5,1.7,1.3,1.0,1.0,0.1,1.3,17.4,0,0,-1.6,201975,1610612765
132,133,Nene,WAS,32,67,37,30,25.3,11.0,4.6,9.0,51.1,0.0,0.1,20.0,1.8,3.0,60.4,1.3,3.9,5.1,1.8,1.9,1.0,0.3,2.7,22.0,2,0,2.5,2403,1610612764
133,133,Vander Blue,LAL,22,2,0,2,36.9,11.0,4.5,15.0,30.0,1.0,5.0,20.0,1.0,2.5,40.0,1.0,3.5,4.5,4.0,3.0,1.5,0.0,2.0,23.9,0,0,-19.0,203505,1610612747
134,135,Michael Kidd-Gilchrist,CHA,21,55,27,28,28.9,10.9,4.1,8.8,46.5,0.0,0.0,0.0,2.7,3.9,70.1,2.0,5.6,7.6,1.4,1.1,0.5,0.7,2.1,24.6,12,0,1.3,203077,1610612766
135,136,Anthony Morrow,OKC,29,74,42,32,24.4,10.7,3.9,8.3,46.3,1.9,4.4,43.4,1.1,1.2,88.8,0.5,2.1,2.6,0.8,0.5,0.7,0.1,1.8,17.2,2,0,3.0,201627,1610612760
136,137,Brandon Bass,BOS,30,82,40,42,23.5,10.6,4.2,8.3,50.4,0.1,0.4,28.1,2.1,2.6,79.0,1.7,3.2,4.9,1.3,1.0,0.5,0.4,1.7,19.9,5,0,-2.2,101138,1610612738
137,138,Roy Hibbert,IND,28,76,34,42,25.3,10.6,4.2,9.3,44.6,0.0,0.0,0.0,2.2,2.7,82.4,2.1,5.1,7.1,1.1,1.4,0.2,1.6,2.8,25.0,18,0,-0.8,201579,1610612754
138,139,Manu Ginobili,SAS,37,70,47,23,22.7,10.5,3.6,8.4,42.6,1.3,3.7,34.5,2.1,2.9,72.1,0.4,2.6,3.0,4.2,2.2,1.0,0.3,2.0,22.0,3,0,4.5,1938,1610612759
139,140,Marcus Morris Sr.,PHX,25,81,39,42,25.2,10.4,4.1,9.4,43.4,1.4,3.9,35.8,0.9,1.4,62.8,0.9,3.9,4.8,1.6,0.9,0.8,0.2,2.3,20.6,5,0,-0.8,202694,1610612756
140,141,Marreese Speights,GSW,27,76,62,14,15.9,10.4,4.2,8.5,49.2,0.1,0.2,27.8,2.0,2.3,84.3,1.4,2.8,4.3,0.9,1.1,0.3,0.4,2.5,18.0,1,0,2.4,201578,1610612744
141,142,Alexey Shved,NYK,26,42,10,32,18.3,10.3,3.2,8.0,39.7,1.1,3.3,33.8,2.9,3.6,80.7,0.5,1.8,2.4,2.5,1.1,0.7,0.1,1.1,18.4,2,0,-3.1,203144,1610612752
142,143,Taj Gibson,CHI,30,62,38,24,27.3,10.3,4.1,8.2,50.2,0.0,0.0,0.0,2.1,3.0,71.7,2.6,3.8,6.4,1.1,1.2,0.6,1.2,2.6,23.8,8,0,0.6,201959,1610612741
143,144,Tyson Chandler,DAL,32,75,47,28,30.5,10.3,3.9,5.9,66.6,0.0,0.0,0.0,2.5,3.4,72.0,3.9,7.6,11.5,1.1,1.4,0.6,1.2,2.3,29.7,31,0,3.1,2199,1610612742
144,145,Ricky Rubio,MIN,24,22,7,15,31.5,10.3,3.5,10.0,35.6,0.6,2.3,25.5,2.6,3.2,80.3,0.9,4.8,5.7,8.8,2.9,1.7,0.0,2.7,32.7,7,1,-0.5,201937,1610612750
145,146,Kelly Olynyk,BOS,24,64,31,33,22.2,10.3,3.9,8.3,47.5,1.0,2.7,34.9,1.5,2.1,68.4,1.4,3.3,4.7,1.7,1.5,1.0,0.6,3.3,21.8,3,0,3.6,203482,1610612738
146,147,Mario Chalmers,MIA,29,80,36,44,29.6,10.2,3.3,8.3,40.3,0.9,3.1,29.4,2.6,3.3,77.4,0.3,2.3,2.6,3.8,2.2,1.5,0.1,3.1,21.8,4,0,-1.8,201596,1610612748
147,148,Nikola Mirotic,CHI,24,82,50,32,20.2,10.2,3.1,7.6,40.5,1.2,3.8,31.6,2.8,3.5,80.3,0.8,4.2,4.9,1.2,1.1,0.7,0.7,2.1,20.7,8,0,2.1,202703,1610612741
148,148,Tyler Zeller,BOS,25,82,40,42,21.1,10.2,4.1,7.5,54.9,0.0,0.0,0.0,1.9,2.3,82.3,1.8,3.9,5.7,1.4,0.9,0.2,0.6,2.5,20.7,3,0,-1.5,203092,1610612738
149,150,Patrick Beverley,HOU,26,56,35,21,30.8,10.1,3.6,9.5,38.3,2.1,5.8,35.6,0.8,1.1,75.0,1.2,3.0,4.2,3.4,1.5,1.1,0.4,3.3,23.3,2,0,1.3,201976,1610612745
150,151,Zach LaVine,MIN,20,77,15,62,24.7,10.1,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,0.4,2.4,2.8,3.6,2.5,0.7,0.1,2.1,18.8,4,0,-7.0,203897,1610612750
151,152,Courtney Lee,MEM,29,77,51,26,30.6,10.1,3.7,8.4,44.8,1.2,2.9,40.2,1.4,1.7,86.0,0.3,2.0,2.3,2.0,1.0,1.0,0.2,1.7,18.2,0,0,1.6,201584,1610612763
152,153,Harrison Barnes,GSW,23,82,67,15,28.3,10.1,3.9,8.0,48.2,1.1,2.6,40.5,1.3,1.8,72.0,1.4,4.1,5.5,1.4,0.9,0.7,0.2,1.8,20.9,6,0,6.5,203084,1610612744
153,154,Gary Neal,MIN,30,54,24,30,22.1,10.1,3.5,9.3,37.4,0.9,3.0,30.5,2.2,2.5,86.7,0.3,2.1,2.4,1.9,1.2,0.4,0.0,1.6,15.8,0,0,-1.9,202390,1610612750
154,155,Matt Barnes,LAC,35,76,51,25,29.9,10.1,3.6,8.2,44.4,1.8,4.9,36.2,1.0,1.3,77.9,0.7,3.3,4.0,1.5,1.1,0.9,0.7,3.2,20.5,1,0,6.9,2440,1610612746
155,156,C.J. Watson,IND,31,57,25,32,24.9,10.0,3.2,7.3,43.4,1.2,3.1,40.0,2.4,2.9,82.6,0.3,2.5,2.9,3.6,1.8,1.0,0.2,1.9,20.6,0,0,0.1,201228,1610612754
156,156,Wayne Ellington,LAL,27,65,18,47,25.8,10.0,3.9,9.5,41.2,1.4,3.7,37.0,0.8,1.0,81.3,0.5,2.8,3.2,1.6,0.8,0.5,0.0,1.2,17.1,1,0,-1.9,201961,1610612747
157,158,Dennis Schroder,ATL,21,77,57,20,19.7,10.0,3.7,8.6,42.7,0.7,1.9,35.1,1.9,2.3,82.7,0.4,1.8,2.1,4.1,1.9,0.6,0.1,1.6,18.8,5,0,0.1,203471,1610612737
158,159,Nerlens Noel,PHI,21,75,18,57,30.8,9.9,4.0,8.7,46.2,0.0,0.0,0.0,1.9,3.1,60.9,2.5,5.7,8.1,1.7,1.9,1.8,1.9,2.8,31.3,18,0,-5.8,203457,1610612755
159,160,Wesley Johnson,LAL,27,76,20,56,29.5,9.9,3.8,9.1,41.4,1.2,3.4,35.1,1.2,1.5,80.4,0.9,3.3,4.2,1.6,1.1,0.8,0.6,2.1,20.4,3,0,-4.1,202325,1610612747
160,161,Luc Mbah a Moute,PHI,28,67,16,51,28.6,9.9,3.7,9.5,39.5,0.9,3.0,30.7,1.4,2.4,58.9,1.2,3.7,4.9,1.6,1.5,1.2,0.3,1.6,21.2,4,0,-5.4,201601,1610612755
161,162,Terrence Ross,TOR,24,82,49,33,25.5,9.8,3.8,9.2,41.0,1.8,4.8,37.2,0.5,0.7,78.6,0.4,2.4,2.8,1.0,0.8,0.6,0.3,1.7,16.7,0,0,0.5,203082,1610612761
162,163,Anderson Varejao,CLE,32,26,16,10,24.4,9.8,4.3,7.7,55.5,0.0,0.1,0.0,1.3,1.7,73.3,2.2,4.3,6.5,1.3,1.3,0.7,0.6,2.2,22.4,2,0,0.2,2760,1610612739
163,164,Gorgui Dieng,MIN,25,73,16,57,30.0,9.7,3.5,7.0,50.6,0.0,0.1,16.7,2.6,3.3,78.3,3.1,5.3,8.3,2.0,1.7,1.0,1.7,2.6,29.1,18,0,-5.2,203476,1610612750
164,165,Timofey Mozgov,CLE,28,81,49,32,25.3,9.7,3.9,7.0,55.5,0.0,0.1,33.3,1.9,2.7,71.8,2.5,4.8,7.3,0.7,1.4,0.4,1.2,2.8,22.8,18,0,3.2,202389,1610612739
165,166,Robin Lopez,POR,27,59,38,21,27.8,9.6,4.0,7.4,53.5,0.0,0.0,0.0,1.7,2.2,77.2,3.2,3.5,6.7,0.9,1.2,0.3,1.4,2.1,22.9,6,0,2.5,201577,1610612757
166,167,Evan Turner,BOS,26,82,40,42,27.6,9.5,3.9,9.1,42.9,0.4,1.5,27.7,1.3,1.7,75.2,0.5,4.6,5.1,5.5,2.4,1.0,0.2,2.2,25.1,7,3,-1.2,202323,1610612738
167,168,D.J. Augustin,OKC,27,82,37,45,23.9,9.5,3.1,7.9,39.9,1.0,3.0,33.7,2.2,2.5,86.8,0.2,1.7,2.0,4.3,1.8,0.6,0.0,1.1,18.4,4,0,-0.9,201571,1610612760
168,169,Greivis Vasquez,TOR,28,82,49,33,24.3,9.5,3.6,8.8,40.8,1.6,4.3,37.9,0.6,0.8,75.8,0.3,2.4,2.6,3.7,1.5,0.6,0.1,2.2,18.7,0,0,0.9,202349,1610612761
169,170,Mike Dunleavy,CHI,34,63,41,22,29.2,9.4,3.3,7.6,43.5,1.7,4.2,40.7,1.1,1.4,80.5,0.4,3.5,3.9,1.8,1.0,0.6,0.3,2.0,18.8,0,0,3.3,2399,1610612741
170,171,Luis Scola,IND,35,81,37,44,20.5,9.4,3.7,7.9,46.7,0.1,0.2,25.0,2.0,2.8,69.9,1.7,4.8,6.5,1.3,1.2,0.6,0.2,2.4,20.4,9,0,0.4,2449,1610612754
171,172,Nicolas Batum,POR,26,71,43,28,33.5,9.4,3.4,8.5,40.0,1.4,4.4,32.4,1.2,1.4,85.7,0.9,5.0,5.9,4.8,1.9,1.1,0.6,1.5,26.7,5,0,3.0,201587,1610612757
172,173,Amir Johnson,TOR,28,75,44,31,26.4,9.3,4.0,6.9,57.4,0.3,0.6,41.3,1.1,1.7,61.2,2.1,4.0,6.1,1.6,1.5,0.6,0.8,3.0,21.5,6,0,0.8,101161,1610612761
173,174,Isaiah Canaan,PHI,24,47,24,23,20.0,9.2,3.1,8.0,38.6,1.9,5.2,37.0,1.0,1.3,81.7,0.4,1.5,1.9,2.1,1.3,0.6,0.1,1.8,15.3,0,0,-1.3,203477,1610612755
174,175,Marco Belinelli,SAS,29,62,41,21,22.4,9.2,3.2,7.6,42.3,1.4,3.7,37.4,1.4,1.6,84.8,0.4,2.1,2.5,1.5,1.0,0.5,0.0,1.4,15.1,0,0,0.0,201158,1610612759
175,176,P.J. Tucker,PHX,30,78,36,42,30.6,9.1,3.3,7.6,43.8,1.1,3.2,34.5,1.3,1.8,72.7,1.5,5.0,6.4,1.6,1.2,1.4,0.3,2.3,23.0,4,0,-0.6,200782,1610612756
176,177,Jose Calderon,NYK,33,42,7,35,30.2,9.1,3.5,8.4,41.5,1.4,3.4,41.5,0.7,0.8,90.6,0.5,2.5,3.0,4.7,1.8,0.7,0.0,1.8,20.1,2,0,-8.1,101181,1610612752
177,178,Jason Richardson,PHI,34,19,4,15,21.9,9.1,3.3,9.4,34.8,1.6,5.1,32.3,0.9,1.2,77.3,0.7,2.8,3.5,2.0,0.8,0.7,0.2,1.5,17.9,0,0,-3.7,2202,1610612755
178,179,Bojan Bogdanovic,BKN,26,78,36,42,23.8,9.0,3.3,7.4,45.3,1.2,3.3,35.5,1.1,1.4,82.1,0.6,2.1,2.7,0.9,1.0,0.4,0.1,1.3,14.2,0,0,-2.3,202711,1610612751
179,180,Rajon Rondo,DAL,29,68,34,34,29.7,8.9,4.0,9.5,42.6,0.4,1.3,31.4,0.5,1.1,39.7,1.1,4.4,5.5,7.9,3.1,1.3,0.1,2.3,28.6,15,3,-0.9,200765,1610612742
180,181,Elfrid Payton,ORL,21,82,25,57,30.3,8.9,3.7,8.6,42.5,0.1,0.5,26.2,1.4,2.6,55.1,1.3,3.0,4.3,6.5,2.5,1.7,0.2,2.4,27.2,12,2,-2.5,203901,1610612753
181,182,Solomon Hill,IND,24,82,38,44,29.0,8.9,3.1,7.7,39.6,0.8,2.5,32.7,1.9,2.4,82.4,0.9,3.0,3.8,2.2,1.4,0.8,0.2,2.2,18.5,1,0,-2.2,203524,1610612754
182,183,Omri Casspi,SAC,27,67,23,44,21.1,8.9,3.1,6.4,48.9,0.5,1.3,40.2,2.1,2.9,73.3,0.8,3.1,3.9,1.5,1.3,0.5,0.1,1.6,16.3,1,0,-2.7,201956,1610612758
183,184,Michael Beasley,MIA,26,24,11,13,21.0,8.8,3.8,8.8,43.4,0.3,1.4,23.5,0.8,1.1,76.9,0.5,3.2,3.7,1.3,1.5,0.6,0.5,2.8,17.2,1,0,0.1,201563,1610612748
184,184,Paul George,IND,25,6,5,1,15.2,8.8,3.0,8.2,36.7,1.5,3.7,40.9,1.3,1.8,72.7,0.7,3.0,3.7,1.0,2.0,0.8,0.2,1.8,15.7,0,0,2.5,202331,1610612754
185,186,Hollis Thompson,PHI,24,71,13,58,25.0,8.8,3.2,7.6,41.3,1.6,4.0,40.1,0.9,1.3,70.8,0.7,2.0,2.8,1.2,0.9,0.8,0.4,2.0,16.5,0,0,-4.8,203138,1610612755
186,187,Devin Harris,DAL,32,76,45,31,22.2,8.8,2.9,6.9,41.8,1.3,3.5,35.7,1.7,2.1,81.5,0.2,1.6,1.8,3.1,1.1,1.0,0.2,1.9,18.1,0,0,1.3,2734,1610612742
187,188,Mason Plumlee,BKN,25,82,38,44,21.3,8.7,3.4,6.0,57.3,0.0,0.0,0.0,1.9,3.9,49.5,2.1,4.1,6.2,0.9,1.3,0.8,0.8,2.5,21.0,12,0,-2.2,203486,1610612751
188,189,Boris Diaw,SAS,33,81,55,26,24.5,8.7,3.6,7.8,46.0,0.7,2.1,32.0,0.9,1.1,77.4,1.0,3.3,4.3,2.9,1.6,0.4,0.3,1.8,18.8,1,0,3.6,2564,1610612759
189,190,Randy Foye,DEN,31,50,15,35,21.7,8.7,3.0,8.0,36.8,1.9,5.3,35.7,0.9,1.1,81.8,0.2,1.5,1.7,2.4,1.2,0.7,0.2,1.9,15.8,0,0,-2.1,200751,1610612743
190,191,Dwight Buycks,LAL,26,6,1,5,20.5,8.7,3.0,6.7,45.0,1.2,1.8,63.6,1.5,1.7,90.0,0.3,1.7,2.0,2.3,2.0,0.5,0.0,0.5,14.1,0,0,-4.0,202779,1610612747
191,192,Rodney Hood,UTA,22,50,27,23,21.3,8.7,3.1,7.5,41.4,1.2,3.4,36.5,1.2,1.6,76.3,0.2,2.2,2.3,1.7,0.9,0.6,0.2,2.4,15.6,0,0,1.2,203918,1610612762
192,193,Chris Kaman,POR,33,74,47,27,18.9,8.6,3.8,7.4,51.5,0.0,0.0,0.0,1.0,1.4,70.6,2.0,4.5,6.5,0.9,1.5,0.2,0.7,1.9,19.2,4,0,-0.1,2549,1610612757
193,194,Tony Allen,MEM,33,63,46,17,26.2,8.6,3.6,7.2,49.5,0.2,0.5,34.5,1.3,2.0,62.7,1.6,2.8,4.4,1.4,1.4,2.0,0.5,2.6,22.1,2,0,3.9,2754,1610612763
194,195,Mirza Teletovic,BKN,29,40,16,24,22.3,8.5,3.1,8.0,38.2,1.6,4.8,32.1,0.8,1.2,71.7,0.7,4.2,4.9,1.2,1.3,0.4,0.4,1.9,16.9,1,0,-0.3,203141,1610612751
195,196,Tristan Thompson,CLE,24,82,53,29,26.8,8.5,3.3,6.0,54.7,0.0,0.0,0.0,1.9,3.0,64.1,3.3,4.7,8.0,0.5,1.0,0.4,0.7,2.3,21.2,14,0,2.7,202684,1610612739
196,197,Sebastian Telfair,OKC,30,16,4,12,20.4,8.4,2.9,7.8,36.8,1.1,3.8,30.0,1.5,2.1,70.6,0.1,1.8,1.9,2.8,1.1,0.6,0.0,1.8,15.6,0,0,-4.0,2742,1610612760
197,198,Rudy Gobert,UTA,23,82,38,44,26.3,8.4,3.1,5.2,60.4,0.0,0.0,0.0,2.1,3.3,62.3,3.2,6.2,9.5,1.3,1.4,0.8,2.3,2.1,29.6,25,0,0.1,203497,1610612762
198,199,Derrick Williams,SAC,24,74,27,47,19.8,8.3,2.9,6.6,44.7,0.7,2.1,31.4,1.8,2.6,68.4,0.6,2.2,2.7,0.7,0.8,0.5,0.1,0.9,13.4,1,0,-3.5,202682,1610612758
199,200,Ed Davis,LAL,26,79,20,59,23.3,8.3,3.6,5.9,60.1,0.0,0.0,0.0,1.2,2.4,48.7,2.9,4.7,7.6,1.2,0.7,0.6,1.2,2.6,24.1,6,0,-3.4,202334,1610612747
200,201,Jameer Nelson,DEN,33,63,25,38,22.3,8.3,3.3,8.0,40.7,1.4,4.1,34.5,0.4,0.6,66.7,0.5,1.8,2.3,4.0,1.7,0.7,0.1,2.2,17.9,0,0,-0.2,2749,1610612743
201,202,Zaza Pachulia,MIL,31,73,34,39,23.7,8.3,3.3,7.2,45.4,0.0,0.0,0.0,1.7,2.2,78.8,2.7,4.2,6.8,2.4,1.8,1.1,0.3,2.3,22.5,15,0,3.6,2585,1610612749
202,203,Tiago Splitter,SAS,30,52,34,18,19.8,8.2,3.3,5.8,55.8,0.0,0.0,0.0,1.7,2.3,75.0,1.8,3.1,4.8,1.5,1.2,0.7,0.7,2.0,19.3,1,0,4.4,201168,1610612759
203,204,Lance Stephenson,CHA,24,61,23,38,25.8,8.2,3.4,9.0,37.6,0.3,1.7,17.1,1.1,1.8,62.7,0.6,3.9,4.5,3.9,2.1,0.6,0.1,2.2,19.7,2,0,-3.6,202362,1610612766
204,205,Henry Sims,PHI,25,73,14,59,19.2,8.0,3.3,6.9,47.4,0.1,0.3,18.2,1.5,1.9,77.4,1.7,3.3,4.9,1.1,1.4,0.5,0.4,1.8,17.0,4,0,-4.5,203156,1610612755
205,206,Iman Shumpert,CLE,25,62,34,28,24.9,8.0,3.1,7.6,41.0,1.1,3.2,34.2,0.7,1.0,67.2,0.9,2.7,3.6,2.2,1.5,1.3,0.3,2.2,18.8,2,0,1.0,202697,1610612739
206,206,Jason Smith,NYK,29,82,17,65,21.8,8.0,3.1,7.2,43.4,0.2,0.5,35.7,1.5,1.9,83.0,1.2,2.8,4.0,1.7,1.3,0.4,0.5,2.5,16.8,3,0,-5.2,201160,1610612752
207,206,Patrick Patterson,TOR,26,81,49,32,26.6,8.0,3.0,6.6,44.9,1.3,3.5,37.1,0.8,1.0,78.8,1.6,3.8,5.3,1.9,0.7,0.7,0.5,1.8,20.5,3,0,3.1,202335,1610612761
208,209,Kris Humphries,WAS,30,64,37,27,21.0,8.0,3.3,7.0,47.3,0.0,0.1,0.0,1.4,1.8,74.4,1.8,4.7,6.5,0.9,0.7,0.5,0.4,2.0,19.1,3,0,-1.4,2743,1610612764
209,210,David Lee,GSW,32,49,37,12,18.5,7.9,3.3,6.4,51.1,0.0,0.0,0.0,1.4,2.1,65.4,1.7,3.6,5.2,1.7,1.0,0.6,0.5,1.7,19.3,1,0,0.5,101135,1610612744
210,211,Marcus Thornton,PHX,28,48,19,29,15.0,7.9,2.9,7.2,40.6,1.1,3.0,37.8,1.0,1.2,82.1,0.5,1.3,1.8,0.8,0.6,0.6,0.1,0.8,12.8,0,0,-0.1,201977,1610612756
211,212,James Johnson,TOR,28,70,40,30,19.6,7.9,3.4,5.8,58.9,0.2,0.7,21.6,1.0,1.5,65.7,0.9,2.8,3.7,1.4,1.1,0.8,1.0,2.2,18.5,2,0,2.1,201949,1610612761
212,213,KJ McDaniels,HOU,22,62,19,43,21.8,7.9,2.8,7.0,39.6,0.7,2.4,28.7,1.6,2.1,75.2,1.0,2.2,3.2,1.2,1.7,0.7,1.1,2.0,17.3,1,0,-4.2,203909,1610612745
213,214,Andre Iguodala,GSW,31,77,64,13,26.9,7.8,3.0,6.4,46.6,1.0,2.8,34.9,0.9,1.5,59.6,0.6,2.8,3.3,3.0,1.1,1.2,0.3,1.3,19.6,0,0,5.7,2738,1610612744
214,215,Marcus Smart,BOS,21,67,35,32,27.0,7.8,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,0.9,2.4,3.3,3.1,1.3,1.5,0.3,2.6,20.3,0,0,0.8,203935,1610612738
215,216,Mike Scott,ATL,26,68,52,16,16.5,7.8,3.0,6.7,44.4,1.0,2.8,34.4,0.9,1.1,79.2,0.7,2.3,2.9,1.1,0.6,0.4,0.0,1.2,13.6,0,0,0.3,203118,1610612737
216,217,Jerryd Bayless,MIL,26,77,39,38,22.3,7.8,2.9,6.7,42.6,0.5,1.6,30.8,1.6,1.8,88.3,0.3,2.5,2.7,3.0,1.7,0.8,0.2,2.1,16.6,0,0,-0.2,201573,1610612749
217,218,Rasual Butler,WAS,36,75,39,36,20.1,7.7,2.9,6.9,42.2,1.2,3.1,38.7,0.7,0.9,79.1,0.4,2.3,2.6,0.8,0.6,0.4,0.3,1.3,13.5,0,0,-0.7,2446,1610612764
218,219,Steven Adams,OKC,21,70,37,33,25.3,7.7,3.1,5.7,54.4,0.0,0.0,0.0,1.5,2.9,50.2,2.8,4.6,7.5,0.9,1.4,0.5,1.2,3.2,22.0,10,0,0.7,203500,1610612760
219,220,Jae Crowder,BOS,24,82,47,35,20.1,7.7,2.8,6.6,42.0,0.7,2.5,29.3,1.3,1.7,77.3,0.9,2.7,3.6,1.1,0.6,0.9,0.3,1.7,16.6,0,0,0.9,203109,1610612738
220,221,Beno Udrih,MEM,32,79,55,24,18.9,7.7,3.1,6.4,48.7,0.3,1.2,26.8,1.1,1.3,85.3,0.3,1.6,1.8,2.8,1.1,0.6,0.1,1.1,14.9,0,0,-0.1,2757,1610612763
221,222,Norris Cole,NOP,26,75,37,38,24.4,7.6,3.1,7.4,41.2,0.7,2.3,31.3,0.8,1.1,71.6,0.2,1.9,2.1,3.4,1.3,0.8,0.2,1.7,16.8,0,0,-2.5,202708,1610612740
222,223,Cody Zeller,CHA,22,62,27,35,24.0,7.6,2.8,6.0,46.1,0.0,0.0,100.0,2.0,2.6,77.4,1.6,4.3,5.8,1.6,1.0,0.5,0.8,2.5,20.1,2,0,0.3,203469,1610612766
223,224,JJ Hickson,DEN,26,73,26,47,19.3,7.6,3.0,6.3,47.5,0.0,0.0,0.0,1.6,2.8,57.7,2.1,4.1,6.2,0.8,1.3,0.5,0.5,1.9,17.8,9,0,-3.2,201581,1610612743
224,225,J.J. Barea,DAL,31,77,49,28,17.7,7.5,2.9,7.0,42.0,0.7,2.2,32.3,1.0,1.2,80.9,0.3,1.4,1.7,3.4,0.9,0.4,0.0,1.4,15.2,0,0,1.6,200826,1610612742
225,226,Tayshaun Prince,DET,35,58,27,31,24.1,7.5,3.1,6.9,44.0,0.5,1.2,46.3,0.8,1.1,75.4,0.9,2.7,3.6,1.6,0.6,0.5,0.3,0.9,16.0,0,0,-2.3,2419,1610612765
226,227,Marvin Williams,CHA,29,78,32,46,26.1,7.4,2.7,6.3,42.4,1.2,3.4,35.8,0.8,1.1,71.3,0.7,4.2,4.9,1.3,0.8,0.9,0.5,1.9,18.5,1,0,-2.0,101107,1610612766
